text,span1,label
"come home from work she said I 've been looking round in Boots and that for you , she said er I 've decided , she said I was gon na get you a gift voucher .","[26, 27]",0
"A mile above the shepherd 's hut the hillsides ceased their upward rolling and curved together to form a dead-end valley of broad-breasted slopes five miles from the nearest tarmac road , hidden deep in the folds of the moors .","[36, 37]",1
"‘ If they do work , that is wonderful — but we have no way of knowing for sure .","[16, 17]",0
"The difference is that we are now offering a formal psychological model to suggest that if we want to reduce the current encapsulation of science , if we want to recruit a different sort of student , then certain curriculum changes are needed .","[30, 31]",1
Chamberlain provided the way out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously ; he also turned down Balcarres 's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year .,"[36, 37]",0
"The rest of the questionnaire about science curiosity showed that all the children were enthusiastic about learning science , and that girls were keen to know more about nature , the environment and medical science .","[8, 9]",1
"The East German government 's decision to let the refugees leave across their own country came as a surprise to many , including some West German diplomats .","[10, 11]",0
He said the NHS should address itself more to the needs of cancer patients so that they do not feel they have to go outside the system .,"[23, 24]",1
Chamberlain provided the way out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously ; he also turned down Balcarres 's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year .,"[40, 41]",0
‘ If I 'm allowed to buy my own . ’,"[4, 5]",0
Shut up !,"[0, 1]",0
they 're treating alcohol as food .,"[2, 3]",1
Ah yes I thought,"[3, 4]",0
"Indeed , this may grossly under-represent the present situation : the rapid spread of UNIX-based systems seems to facilitate competition and , at the time of writing , performance of workstations per unit cost seems to be increasing at about 50 per cent per annum .","[16, 17]",0
"In this case , however , methodological issues are tackled from a largely user standpoint , whereas in the previous part they were viewed as substantive problems in their own right .","[9, 10]",1
"Still whistling , Buzz laid the tray .","[4, 5]",0
This told us that any simplistic assumptions about featuring ‘ female ’ domestic interests in science would probably meet with failure .,"[18, 19]",1
And she said he has to go trotting to Exeter two or three times a week now .,"[6, 7]",0
"But sadly , there is no indication that the GMA consortium which will design , operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts .","[15, 16]",1
"Not for the first time this season their defence had been found wanting and Oldham exploited the weaknesses to the full , owing a special debt to the inspiration and tireless running of Henry and Milligan .","[22, 23]",1
"P. Taylor has noted that Law was trained , if he was trained for anything in his early career , to be a debater .","[12, 13]",1
"Substituting the above equation into eqn ( 3.1 ) we get formula , or using the vector relation ( eqn ( A.6 ) ) we obtain the modified form formula .","[0, 1]",1
A major feature of these applications is the extent to which they involve overlays of a variety of information drawn from different sources on a topographic map base .,"[12, 13]",0
"The ‘ cities of inner despair ’ were conceived as the breeding ground for disorderly protest , and however hard the Government tried to break the causal link between the two , it was forced to take on board the need to restore order not only through the police but through promises of help for the inner cities .","[22, 23]",0
As mentioned earlier a routine can often be regarded as a written task description .,"[11, 12]",0
The picture painted by the Commission 's report on inner London is as gruesome as any ever presented ( and is itself revealing of common prejudices in its choice of indicators of deprivation ) :,"[17, 18]",1
"The scope was extended in an ‘ enhanced ’ Urban Programme , which included economic and environmental as well as social projects , and was specifically directed at the inner urban areas where the problems were most severe .","[3, 4]",1
They wo n't hold up proceedings while we talk to him .,"[3, 4]",1
Fortunately it is usually easy to spot such intruders .,"[6, 7]",0
"He sat down and saw a bifurcated path , simmering with gold heat round and under the rising , spreading blue-black-green down-pointing vanes of a great pine , still widening where the frame interrupted its soaring .","[35, 36]",1
And then the media coom down and blow everything up . ’,"[7, 8]",1
"It was this group that radioed the warning of Operation Blue , the attack on Stalingrad that led to Hitler 's biggest wartime disaster on the Russian Front . ’","[17, 18]",1
Under Malcolm Fraser the party began to make effective use of its support in Fleet Street .,"[7, 8]",1
"Er , two additions left .","[4, 5]",1
Not now the window 's shut !,"[5, 6]",0
"In English criminal law there are now two alternative fault requirements for murder : an intent to kill , or an intent to cause grievous bodily harm .","[23, 24]",0
Erm and it did n't work and you know,"[5, 6]",1
Erm I did n't write it like that then .,"[4, 5]",0
"And you get to know people , that basically","[2, 3]",1
"Between 1982 and 1988 provision gradually increased , so that by 1988 there were 12 children 's day centres , about 70 playgroups and 350 assisted child-minding places funded partially or totally by the Social Services Department , and 1,075 full-time and 824 part-time places in nursery schools funded by the Inner London Education Authority .","[28, 29]",0
"A sheet of rain had come down then , a hard , gusty shower , while they were laying the squares of turf back in place , and Adam had said something about the rain making the grass grow quickly , the rain being on their side .","[35, 36]",1
"So Lewis did not say , even to himself , when he was privately considering trying to get hold of his son in Tenerife , that he disliked Adam and would have been pleased to spoil his holiday .","[17, 18]",1
we nearly went to see it but we missed .,"[8, 9]",1
Oh and yes … a chap from Conservative Central Office rang up to say they 'd like to know if you would be prepared to stand for the European Parliament .,"[23, 24]",1
The conference opened with Labour buoyed by a series of weekend opinion polls giving leads of from 5 to 12 points .,"[13, 14]",1
"Mrs Bottomley is convinced the Tory victory provides the opportunity to entrench the reforms — and to give doctors , nurses and managers the confidence to make them work .","[28, 29]",1
"‘ Giles rang up , ’ his daughter volunteered , and he was uncomfortably reminded by something in her voice that Giles Hawick was one of the men Jennifer had n't been able to hang on to — or not once he had seen Angela .","[8, 9]",1
"As a former psychiatric social worker , Mrs Bottomley is determined to improve standards of care for mentally ill and handicapped people .","[12, 13]",0
"hang about , you see what it says here oh you do n't play that one , just the something for you to write underneath , I thought it was complicated","[4, 5]",0
Criticizing a do n't want them in town and then put functions on and cheap beer for them when they come .,"[0, 1]",0
"Whether attempting to construct a database of resources for use in planning responses to nuclear emergencies , developing optimal routes for scheduling the safe transport of hazardous substances , or monitoring the health implications of a disaster , GIS can assist in identifying possibilities and formulating solutions .","[40, 41]",0
"Dr Slevin agreed that this is often beneficial , but is concerned about other aspects of such therapies .","[2, 3]",0
"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .","[2, 3]",1
"Sartre 's stress on the role of the subject also finds approval because many of those no longer prepared to argue for a general theory of history as the progress of a single narrative of class-struggle , have begun to argue instead for a return of its correlative , the subject , almost as if it was the next best thing in the absence of history itself .","[40, 41]",0
He said he wanted office .,"[3, 4]",0
"Oh come on Christopher come and sometimes it in the right panel , that 's the right panel there and then it goes in the left hand and then it goes to the right hand and then it goes to the left then right , the left , the right , left , right , left , confusing , but it 's that hand to start with","[30, 31]",1
"I erm got , check you 've got two days , you 've got give me the estimate , it 's got to be on because she 's expecting it to be done straight away on the computer and sent .","[13, 14]",0
"Ninety per cent of his party 's cash comes from the unions , which will expect a return .","[15, 16]",1
"Yet the Chelsea manager , Bobby Campbell , and Arsenal assistant , Theo Foley , agreed it had been a good match , and the spectators ' complaints were muted .","[29, 30]",1
"We do n't need pilots , we need telecottages . ’","[3, 4]",0
"The individual criminal is born so ; and this is usually put down to ‘ faulty chromosome patterns ’ , or , more vaguely , to ‘ hereditary traits ’ .","[11, 12]",1
"She had let her overwhelming desire feed her imagination ; had read something into his words , his looks , his actions , which had not been there at all .","[6, 7]",1
He should be able to pick and choose .,"[5, 6]",1
"Furthermore , these girls will tend to go into a career with a feminine image , one which already attracts many girls .","[19, 20]",1
He rang and there was only a short delay before Alice Mair opened the door .,"[1, 2]",0
Criticizing a,"[0, 1]",0
"‘ I suggest you take that up with Comrade Stalin , ’ replied Sorge drily .","[4, 5]",1
"The armed robber might say that he had no intention of using the firearm , that he carried it with him simply to frighten the victim , and that it went off accidentally : if the jury believes that , should he be convicted of murder ?","[17, 18]",0
"It is , in fact , the now redundant oil-fired electric power station that sits on Bankside next to the site of Sam Wanamaker 's new Globe Theatre .","[14, 15]",1
"Bloody clashes would occur whenever armoured units raided these villages , storming through makeshift defensive road blocks and responding to rocks being thrown with live bullets and tear gas ; but no sooner would these army units be gone than authority would revert to the village residents .","[3, 4]",0
"He successfully defended rowing as an Olympic sport and in 1976 introduced women 's events , which have now expanded to six classes .","[19, 20]",1
No but no but you want to see,"[7, 8]",0
"They attack the status quo by pointing out that the reasons given for denying rights to children are bad reasons , and then explicitly or implicitly deny them duties for no reason at all .","[6, 7]",1
The party was indeed handed over to Birmingham .,"[4, 5]",1
And Di will be really pissed off,"[5, 6]",0
"An earlier film by Raphael , The Persuaders ( 1986 ) , charted the transformation of Ricki into Rytasha , which occurred at the Hare Krishna Temple in London , and her uneasy relationship with her guru there .","[12, 13]",1
This is done by finding areas of high rainfall and parishes with high sheep populations .,"[4, 5]",0
The influence of Central Office toned up the rest of the organization .,"[5, 6]",1
Lack of congressional action also forced the Treasury to suspend new sales of US savings bonds and of special securities for state and local governments .,"[5, 6]",1
"First , the pupils , teachers and practitioners of science are overwhelmingly male in terms of numbers ; second , school science is packaged and presented to appeal to boys , not girls ; third , classroom behaviours and interaction operate to reconstruct science as a male activity , and finally it has been suggested that ‘ scientific ’ thinking embodies an intrinsically masculine world view .","[54, 55]",0
"Given that Holt is presumably not volunteering himself to take care of her , who will ?","[9, 10]",1
"‘ I never see how they get the sales per square foot in these places , ’ Barton observed , without further greeting .","[18, 19]",1
"The mandatory penalty does indeed serve to mark out murder from other crimes , but whether the definition of murder is sufficiently refined to capture the worst killings , and only the worst killings , remains to be discussed below .","[35, 36]",1
And I 'm not prepared to go on paying three thousand a year renting it to give to him when I could be buying one myself .,"[4, 5]",1
"Like Holt , Harris believes that the so-called incompetence of children is an adult invention imposed on children for adults ' convenience .","[4, 5]",0
During both April and July 1981 vigorous exchanges took place in the press and in Parliament about the role that deteriorating social conditions and unemployment may have played in bringing about the riots .,"[8, 9]",1
"You and the bloody telly , he sat there with the ashtray in his hand and all bloody ash is falling out the bottom !","[7, 8]",0
"We found there that by choosing a scalar function in the form formula we could automatically satisfy the other equation for the electric field strength , formula .","[1, 2]",1
"Kinnock was saying to erm the candidates , you know , we I realize that a lot of you are getting it rough at the moment , cos there 's about five Labour","[20, 21]",1
"This mixture , heated by recession and high unemployment , inevitably generates a high level of crime .","[11, 12]",1
It 's awful if you ca n't hear,"[7, 8]",0
"He claims that serious work on inner-city policy began in 1979 : but it was , undoubtedly , the riots of 1981 , coinciding with the biggest drop in employment and job vacancies since the war , which gave impetus to the new approach .","[38, 39]",1
AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion .,"[10, 11]",1
"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .","[6, 7]",1
"So she said , mm .","[2, 3]",0
"‘ In a tough market you need to get the programme right , the price right and have a little bit of luck . ’","[6, 7]",0
"There were new tricks of modelling to be learned too — how to remove a coat , sliding It carefully off her shoulders with the sleeves hanging in perfect balance , never for one moment allowing the inside to be on view , for samples were often unlined .","[8, 9]",0
I said to him I 'll wrap it up and give you it for your Christmas present !,"[10, 11]",0
"During the 1985 riots and their immediate aftermath , the imagery of ‘ race ’ was used by sections of the press without the sense of ambiguity which could still be found in 1980–1 .","[31, 32]",1
Everybody must have thought what a dismal day this is .,"[3, 4]",0
They do n't give a fuck,"[3, 4]",1
"Oh yeah you you have to erase it but nobody 's gon na , I mean to say , nobody knows who you are , what you 've said anyway at all , do they ?","[1, 2]",0
"The result would be that killings were classified and labelled in a more refined way , but at the cost of lengthy trials and mounting legal-aid bills .","[9, 10]",1
"In procedural terms , therefore , the life sentence involves a transfer of function : normally it is the judge who determines the sentence ( or at least its upper limit , since earlier release on parole may be possible ) , whereas a life sentence entrusts that function to the executive , who must first ascertain the opinions of the Lord Chief Justice and the trial judge .","[46, 47]",1
"As different layers are added sequentially we see how the proportion of available land shrinks ( Pl. 10.3 ) ; for instance , when geological criteria are set in the search for a deep repository , 25 per cent of land area remains and the addition of the population density layer reduces this to 24 per cent .","[42, 43]",0
"The physical sciences in particular , offer a conventional career choice which is likely to win approval from parents , teachers and peers .","[6, 7]",1
The wheels have already been set in motion .,"[5, 6]",1
"You know I mean other than that , no I mean it it 's not as if","[3, 4]",0
Many areas that appear to be hazard-free on current maps may merely by passing through a temporary period of quiescence .,"[3, 4]",0
"Alternatively there are several chemical additives on the market which aim to provide a substitute for lead , although the case for these products has yet to be proved .","[10, 11]",1
I ca n't leave this district with one man hanged and another killed and somehow because of me .,"[9, 10]",0
"Let us hope that G1S can , in some small way , help mitigate the suffering and hardship felt by all those afflicted by the effects of hazards which , as we have learnt with bitter recent experience in the UK , can occur in an untimely fashion in the most improbable of places .","[2, 3]",0
Its villages look too good to be true .,"[2, 3]",0
"It 's er cleaner 's room , two dressing rooms and toilets down there .","[8, 9]",0
"Thus far , for instance , accuracies of land cover ( let alone what is often needed , i.e. land use ) determined from Landsat and SPOT imagery for the UK have rarely been higher than 70 per cent unless trivial classifications ( e.g. built/unbuilt land ) have been used .","[22, 23]",0
Can you imagine a woman trying to get two men into bed so she could watch them ? ’,"[7, 8]",0
"The Gulamalis received their rent for the first three months , then nothing for four months , and were told the computer was broken , the accounts were being moved , the cheque was in the post , and so on .","[19, 20]",1
One might ask whether motorists are ever justified in knowingly taking risks with other people 's lives .,"[10, 11]",1
"It was but er the market was so low that he decided not to well I do n't think he could get a buyer actually , it 's just stood there so he he he let it out rather than have it stood there with the option for us to buy it but I say now the prices are lower he 's not keen on selling it at that price .","[29, 30]",1
"This bloody footballer , I mean it 's a","[5, 6]",0
She assumed wrongly that John House 's colleague was an art historian .,"[1, 2]",1
Have to cut costs .,"[2, 3]",1
There was now a new worker in the network who also made an early relationship with families but who could present a broader choice of day care to parents .,"[11, 12]",1
Sixty three divided by nine is six !,"[2, 3]",1
"He called her again and again , but she would not stop barking at something he could not see .","[12, 13]",0
"He said , I asked , asked , well I left a message on Saturday for him to sort them out did n't I ?","[4, 5]",0
"right , who is at first place tomorrow , they 're bound to be two , first of the day , so","[11, 12]",1
"On this page , Nick Roe visits a plant which , despite strenuous public relations efforts , has failed to convince its neighbours that it has come clean .","[20, 21]",1
I 'll give you a ring .,"[2, 3]",1
"Siege-engines demanded on the one hand skilled operators , and on the other a plentiful supply of unskilled labourers to move the necessary materials .","[20, 21]",0
"An old woman , armed with a Sound Guide , became quite excited and pulled at the arm of another .","[14, 15]",0
"As if 24-17 and derisive chants of ‘ Easy , easy ’ were not bad enough , this humiliation was against a side who have made a wretched start to the season — a week earlier Pontypool had given them a 35-6 going-over — and were short of at least half-a-dozen first-choice players .","[42, 43]",1
Hale 's black velvet dress is cursed because it represents the values of the ‘ Gringolandia ’ so hated by Kahlo .,"[18, 19]",0
"it 's gon na have to be erm erm dub dub wurgh wurgh erm tt I can get a delivery on Thursday , I need , we need a delivery on Thursday anyway","[17, 18]",1
"I put his age at forty , but even among men twenty years younger he would have been accounted handsome , and he knew it , for his expression showed both confidence and amusement as he continued to hold Ellen 's hand , and he showed even more amusement when she suddenly realised just what liberty she was thus granting him and jerked her fingers swiftly away .","[23, 24]",0
"In the long debates over Marconi in 1913 and over the Curragh "" mutiny "" in 1914 Law was able to nail Asquith 's evasions where a more polished stylist might have been foiled .","[21, 22]",1
"‘ The plant should be relocated because it 's in the wrong place , ’ Llew Smith , the local Euro-MP , told me .","[5, 6]",0
He 's like a ferret !,"[4, 5]",1
"The point is rather that , even though knowingly taking risks with other people 's lives is usually unjustifiable , taking a slight risk is less serious than intentionally causing death .","[20, 21]",1
"The course employs a variety of materials and techniques including the use of checklists , magazine and newspaper clippings , quizzes , videos , brainstorm exercises , discussions , drink diaries , and role plays ( Menary , 1986 ) .","[9, 10]",1
"‘ We 're going home , ’ she sobbed .","[3, 4]",0
"The largest scale intervention was the VISTA programme , which consisted of women scientists and technologists visiting schools to talk to children about an aspect of their jobs already being covered in the school science syllabus .","[19, 20]",0
Patrick you know where I would like to go and look at this thing we have to,"[2, 3]",0
"A high level of mobility in the structure allows for continuous interchange of roles and ideas , and retains for the Unified National Command the closeness to grass roots that is required to make it truly reflect people 's wishes and sentiments .","[36, 37]",1
"Soccer : Littlewoods Cup , fourth round : Oldham Athletic 3 , Arsenal 1 Double by Ritchie ends 66-year wait .","[17, 18]",0
"This has been recognized by , among others , ESSC ( 1988 ) .","[3, 4]",0
"Such language focused attention on the individuals or groups who were ‘ breaking the law ’ , ‘ committing criminal acts ’ , and threatening the interests of the law-abiding ‘ majority ’ .","[18, 19]",1
"The early 1980s witnessed a radical change in patterns of heroin taking , alongside the global increase .","[3, 4]",1
"At first Buzz saw nothing , but then she gasped in horror .","[9, 10]",0
"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .","[12, 13]",0
"Their paramedical skills cover highly technical procedures : intubation , infusion and defebrillation .","[3, 4]",1
He thought with warmth of her certain approach .,"[1, 2]",0
Since charged particles rarely travel close to the velocity of light we may conclude that the magnetic forces are by orders of magnitude smaller than the electric forces .,"[4, 5]",1
You were just going to worry about it alone .,"[5, 6]",0
It only takes one at a time .,"[2, 3]",1
Some parents were very worried that more integrated settings would lead to lack of attention for children with special needs .,"[10, 11]",1
"Here , where the Scottish border ran across the Cheviot Hills , far from civilisation , ‘ reiving ’ , or cattle-thieving , was a way of life .","[6, 7]",1
"When she reached the plateau she remained standing , watching for Joss Barnet , waiting for the moment when she would see him riding towards her .","[23, 24]",0
Several special science or craft clubs were organized in the lunch hour for girls only and in two schools teachers planned single-sex teaching .,"[20, 21]",1
"Ooh , it 's sounds nice !","[4, 5]",0
"No , no , I come in the car , I was coming on the bus when I had this bloke next door doing some work like , I used to go out with him years ago , so he come in and had a cup of tea , I said , come in about half past eleven went home at one , he come","[40, 41]",0
Adam could remember very well but he was n't going to say so .,"[11, 12]",0
Somebody was looking after me cos I should n't have got out and I did .,"[10, 11]",1
"Thus , to understand some local and many regional , national and continental and all global environmental events , we need to have a global perspective and hold global databases ( Rhind and Mounsey 1989 ; Mounsey and Tomlinson 1988 ) .","[20, 21]",0
"Investors in Barlow Clowes since 1985 , the Tysons had orginally put £10,000 into the UK fund and £5,000 in Gibraltar-based Barlow Clowes International ( BCI ) .","[11, 12]",1
AN INCOMING Labour government would turn large areas of Whitehall upside down — but the party 's policy review barely considers the implications of its plans for restructuring government departments .,"[27, 28]",0
"Allocation determines which arcs in the network will be allocated to a particular node or centre ; districting makes it possible to outline rapidly sets of polygons in order to define specific areas of interest ( districts ) and to summarize their characteristics ; routeing provides a minimum path algorithm through the network , the arcs of which can be assigned weights according to road conditions , road capacity and so on .","[62, 63]",0
"To cater for all susceptibilities , the party became the "" National Unionist Association of Conservative and Unionist Associations "" — a decision that allowed some local parties to go on calling themselves Conservative , but the name "" Liberal "" was at last dropped .","[29, 30]",1
But if he was moving to London his new fashion house would soon be a talking point .,"[4, 5]",1
In that case both of them will move inwards under the effect of magnetic force .,"[7, 8]",0
"She smiled shyly , then turned away .","[1, 2]",0
"He also used Law himself to impress editors who were on less familiar terms with Fraser , as with Marlowe of the Daily Mail , and Law took a direct interest in negotiations with the most difficult of all the Unionist editors , J. L. Garvin of the Observer .","[27, 28]",1
"It would be owners and occupants of Wyvis Hall between nine and twelve years before that they would wish to interview , and those were Great-Uncle Hilbert , who was dead , himself and Ivan Langan to whom he had sold the house .","[40, 41]",0
"‘ You know that we insist on complete loyalty , ’ Madame Mattli continued .","[5, 6]",0
"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage , Paula thought , trying to weigh up the points in favour of the hostel , which she hated on sight .","[42, 43]",0
"I wo n't go anywhere with , I do n't want to go without him !","[3, 4]",0
"Take what you want and leave the rest , your mother 'll get rid of it .","[0, 1]",0
"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged","[39, 40]",0
In situations of this kind provisions governing access and format may exert powerful constraints on the use that can be made of these data .,"[6, 7]",1
It would further naturalise and legitimise the evolving skeletal form of Palestinian independence .,"[7, 8]",1
"The value of this information is inherently dependent upon the quality of the inference process and that in turn depends upon the complexity of the scene , the spatial , temporal and spectral resolution of the sensors and the particular algorithms used .","[41, 42]",0
"In fact there is nothing fixed about such interpretations , because the way the fossils are understood may change over the years , but it is usually some time before new discoveries percolate into the popular presentations .","[32, 33]",1
He once bought me a Louis Vuitton handbag .,"[2, 3]",0
Brown 's chapter on geodemographics discusses an application field where primary data collected for operational purposes are typically evaluated in relation to secondary data derived from sources such as the Census of Population .,"[12, 13]",1
"Now Holt and Harris both have many wise , enlightened and humane observations to make about some of the injustices which we inflict upon children , but as these remarks show , putting them right without inflicting equally grave injustice is no easy matter .","[32, 33]",1
"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .","[21, 22]",1
"Saturday , so we go home","[4, 5]",0
The Englishman nodded and poured himself more coffee .,"[2, 3]",0
"Yet I did not want to leave things alone entirely , without making an effort , but it is restricted to the expression of two things — the cypresses — the olive trees — let others who are better and more powerful than I reveal their symbolic language …","[12, 13]",1
Opting for science will permit and possibly reinforce emotional reticence .,"[7, 8]",1
They had dug up those bones at Wyvis Hall and had decided it was murder they were investigating .,"[11, 12]",0
NO LONGER can the Government disguise the crisis surrounding electricity privatisation .,"[5, 6]",1
The aim is to analyse a problem which economic growth alone has failed to cure — and to consider possible new forms of public action .,"[14, 15]",1
Both companies expected to bring the bass Vladimir Ognovenko to sing Boris and the mezzo-soprano Irina Bogatcheva .,"[4, 5]",1
They may rightly feel that it is all really rather appalling .,"[3, 4]",1
It wo n't work,"[3, 4]",1
"She walked behind the bar , got herself a drink and went and fucking sat and watched us !","[6, 7]",0
I thought Laura was coming behind the bar to fucking us support .,"[9, 10]",0
"It helped us to derive Biot-Savart 's law , it will come handy later in solving certain radiation problems , and it often leads to nice formulae , e.g. for the magnetic flux crossing a surface , defined as formula that may be rewritten in terms of the vector potential as follows : formula where C is the curve enclosing the surface .","[23, 24]",1
"For example , on high policy common opinion said that there was nothing for it but to stay in the ERM .","[17, 18]",1
"What is obscured by this process is that it was through clothing , in both art and life , that Kahlo attempted to redress the wrongs of history .","[2, 3]",1
"Why was it all women hated her so , even when they did n't know her ?","[5, 6]",0
